Nome da música,Id da música,Características,Valores
Filhos De Gandhi,0ILb6D3mHmpzw5uJGARuat,Vivência,0.24
Sarro,2InVet83TiKKaP39UFeAfC,Vivência,0.201
João Sabino - Ao Vivo,3EjbRNvxfgEh3IqidQDrCI,Vivência,0.666
Abra o Olho - Ao Vivo,2bHlzh32V7dASiyf5sjQP0,Vivência,0.927
Lugar Comum - Ao Vivo,5MF4WnkErowBw2uYS3Efds,Vivência,0.644
Menina Goiaba - Ao Vivo,4I7Slcjj2Z7Nm5dhtu33gS,Vivência,0.952
"Sim, Foi Você - Ao Vivo",68FG04tl9aJOOinvWvv0qW,Vivência,0.77
Herói das Estrelas - Ao Vivo,3XBVe1vNT9MA7dBSiTSjHO,Vivência,0.888
Cibernética - Ao Vivo,4DnH2PoLBNAfiP6hsLEi8w,Vivência,0.984
Dos Pés a Cabeça - Ao Vivo,6xQGNqhjrwCxF889u1sTtq,Vivência,0.177
O Compositor Me Disse - Ao Vivo,7e0fv5yVp9xptZ4Ut4bVCO,Vivência,0.284
Copo Vazio - Ao Vivo,4efJRYO725mIxDtZoQLk6l,Vivência,0.683
Dia de Festa - Ao Vivo,7fL94zmrcQRZhpSPbiMtaW,Vivência,0.698
Quem Nasceu,1RFT06cfiRnG5paPEBYEOs,Vivência,0.954
De Noite Na Cama,5hs3HdOVAFjpvXkNkPppn4,Vivência,0.644
O Conteudo,08atisrQRMYy7YpD1MbzF3,Vivência,0.0949
Terremoto,4u5UQARJeVubo6EEDLLN6k,Vivência,0.716
O Relogio Quebrou,1kczcHWnVkooQJWUKNGseu,Vivência,0.575
Cantiga Do Sapo,48U7MNRBs7NgA9hUZvp0cj,Vivência,0.682
Acontece - Ao Vivo,0HQSUqyEv3IY3O35DqY4wp,Vivência,0.962
Felicidade (Felicidade Foi Embora) / Luar Do Sertão,1MBLDt45Bg4Ol6F9PEdTN8,Vivência,0.698
Apresentação - Ao Vivo,05JwdYzM79i3iR7QJ802pT,Vivência,0.515
Chiclete Com Banana - Ao Vivo,7kNrkY8kb7qXEK0Gp4ARIQ,Vivência,0.449
Minha Nega Janela - Ao Vivo,2P8JYSwH37cpBe5FfXVjdD,Vivência,0.423
Senhor Delegado - Ao Vivo,5VW6zT0juaa28arHiJwFJj,Vivência,0.559
Eu Quero um Samba - Ao Vivo,4Si3PGrqklPuCBXEw6TE5t,Vivência,0.483
Meio de Campo - Ao Vivo,66OkSdp2svgc4HNhCb5qNH,Vivência,0.955
Cálice - Ao Vivo,1PARDo3xqFIdJSUkmLD1XJ,Vivência,0.965
O Sonho Acabou - Ao Vivo,5BSp2H0HPHajTIjTIefYhT,Vivência,0.852
Ladeira da Preguiça - Ao Vivo,29geeqOss5dktfTW5avR4U,Vivência,0.326
Umeboshi - Ao Vivo,0F5Y81kN99HzKEpopvhxQn,Vivência,0.784
Duplo Sentido - Ao Vivo,2qszRKA0tkOTqxVYUgLDIU,Vivência,0.331
Cidade do Salvador - Ao Vivo,1azufqUVx3vTfRnUDj6wia,Vivência,0.81
Insã - Ao Vivo,2DNXgPdesy1L7nt3L9de95,Vivência,0.24
Eu Só Quero um Xodó - Ao Vivo,1dNQIMm2sf5EVmjoyrGOlC,Vivência,0.0622
Edith Cooper - Ao Vivo,4fLGRZzuzXpcNRRqhmZfWb,Vivência,0.979
Filho de Gandhi - Ao Vivo,6zzO1m64qG3bFphwGwfh53,Vivência,0.83
Eu Preciso Aprender a Só Ser - Ao Vivo,1yBZSbpw11uWzgfmTKdmit,Vivência,0.706
Cálice - Reprise - Ao Vivo,5qZcLERFO6bxKIRsBwGToR,Vivência,0.966
Essa e Pra Tocar no Radio - Ao Vivo,5bQO7BEAGtYsu23f8Q98wH,Vivência,0.681
Iansa - Ao Vivo,1cVrcImd42AiP5t0CGjQvM,Vivência,0.705
Doente Morena - Ao Vivo,7o01mwTStT7288eoPDlTTK,Vivência,0.695
Imbalanca - Ao Vivo,7ovnl0oXwo0t2bUKLnbwZt,Vivência,0.95
Ladeira de Preguica - Ao Vivo,22QPOtXp7PfK2ty4jahaYw,Vivência,0.682
Minha Nega na Janela - Ao Vivo,5tVgdggUMFt7BlkL3WUWXU,Vivência,0.701
Tradição - Ao Vivo,44QD3Pq2xstGnQRyL4Dflb,Vivência,0.687
Preciso Aprender a So' Ser - Ao Vivo,16qilfchIHnjs6y97Od5T3,Vivência,0.711
Edyth Cooper / Back In Bahía / Procissao - Ao Vivo,3zHW28qJB0iSByH8JSr0MT,Vivência,0.668
Preciso Aprender a So' Ser - Reprise ao Vivo,7oMpWPWH8BZBUOzmwcG7BR,Vivência,0.841
Iansa - Reprise ao Vivo,6PXbB9iPJA4B6RfRo4t505,Vivência,0.694
Cidade do Salvador - Reprise ao Vivo,5RQkPJ6c5cIyoxL63ShReg,Vivência,0.0952
Cidade do Salvador,0GO907rBGig3xgTOEXkV6U,Vivência,0.0875
Imbalança,08CCGjuQlZeAiiK7P4IxDf,Vivência,0.0867
Duplo Sentido,20iogyDGjH5Yu4xyMwltAh,Vivência,0.369
Maracatu Atômico (Primeira Versão),0bwJpCQ1BN21SQ1VgedVWc,Vivência,0.0722
Maracatu Atômico (Segunda Versão),1kEZgZoAmCmefgOoGElWly,Vivência,0.225
Todo Dia É Dia D,4aIYwy7VrlgB6zjQv3i7W4,Vivência,0.0915
Esses Moços (Pobres Moços),2priroL0tMZiug9uxumGdu,Vivência,0.183
Pocalipi (Primeira Versão) (Bonus Track),4riuk9PLlnS4GXKmXEcGpq,Vivência,0.0822
Pocalipi (Segunda Versão) (Bonus Track),0cT1fIJvyzcK0ghphOgx5k,Vivência,0.197
Maracatu Atômico (Bônus Track),1TSiTROqDLHfKYtPY005Mp,Vivência,0.152
Meio de Campo,7Hcm8xbfTyqI9OulHwwLqv,Vivência,0.0849
Eu Só Quero um Xodó,4Fx33umFnl998GTZvpH6OD,Vivência,0.316
Edyth Cooper,3iCgMjtlsCG2y0Z0UZ9oE1,Vivência,0.256
Umeboshi,18WwoiTz18O7s6GCleB5JC,Vivência,0.0712
Essa É Pra Tocar no Radio,6FdfLunWCspeKD26Fqe5B8,Vivência,0.191
Minha Nega na Janela,24TgyS2cwrtAalQLNiBS1T,Vivência,0.0802
"Ó, Maria",66WjNBoH1ovhqYSzFhRwUg,Vivência,0.108
A Última Valsa,1t195mzm8Rahw8HF5IILBy,Vivência,0.0913
Ladeira da Preguiça,2ngfW2ZTToFbxVNj3mxQh1,Vivência,0.0833
Rainha do Mar,344nzDaJZmq2RI3IzMZCmw,Vivência,0.106
Iansã,4ykSXPfUQ7c3R2qtINvObx,Vivência,0.111
Doente Morena,1vUhT7NkYq0cHFISsEbYXs,Vivência,0.0952
Back In Bahia (Ao Vivo),2Yv8FPQ8MJgQfuMzqSITuW,Vivência,0.966
O Sonho Acabou (Ao Vivo),0QDYODJbKbQVWj0q8WbVqM,Vivência,0.94
O Canto da Ema (Ao Vivo),2pPsbvUhXaVjuQyv3SAprE,Vivência,0.705
Sai do Sereno (Ao Vivo),31qkGOjSS7CTmYJKqHYO1d,Vivência,0.648
O Bom Jogador (Ao Vivo),01wBsEsZlwBPvEPNkayvLJ,Vivência,0.708
Madalena (Ao Vivo),18qr9bzyBFVFqc1bJ8kvd7,Vivência,0.641
Cultura e Civilização (Ao Vivo),0B3sbJVEqpdVswQwRIDWAF,Vivência,0.863
Brand New Dream (Ao Vivo),55xYP8uVK8mMxFsFADi8Bc,Vivência,0.689
Oriente (Ao Vivo),5RzAmBXpsixciGYLuAy0Bu,Vivência,0.826
Back In Bahia / Atrás do Trio Elétrico (Ao Vivo),4aKeX9CbHGDudUcfQaiTsD,Vivência,0.238
Cinema Olympia - Live,68bjQyi6TbVKwQ2sxUBnUB,Vivência,0.811
Frevo Rasgado - Live,5WHdCsqBf2P5PrhmqUl9WI,Vivência,0.965
Superbacana - Live,6ktxL0SolYLqbRr0aMaLsE,Vivência,0.981
Madalena - Live,3K67BDXdfx6uJDJwPCJTTI,Vivência,0.706
Atrás Do Trio Elétrico - Live,222HvnE5HkzwCXHLuxqezJ,Vivência,0.763
Domingo No Parque - Live,4xF2764imw9VelEtZvpz9E,Vivência,0.724
"Medley: Alegria, Alegria / Hino Do Esporte Clube Bahia / Aquele Abraço - Live",3nE7vn4fTUyj2SyS0apOgr,Vivência,0.777
Pipoca Moderna,3kniTQ7wX2C4f1rUrTjDHi,Vivência,0.0667
O Canto da Ema,3ni5hqd2KImirx2pC1iv3N,Vivência,0.0931
Ele e Eu,27sgtz1y5M7R5ugBsxSZXx,Vivência,0.315
Sai do Sereno,2xGDpw06F4ZUIap48JbZPD,Vivência,0.22
Vamos Passear no Astral - Bonus Track,4kaUR6RrKkJrzbothYMNzR,Vivência,0.117
"Está na Cara, Está na Cura - Bonus Track",7d4uIReEHbmMfsZv6bihTV,Vivência,0.366
Coração Vagabundo,2znydxxc0d7aRw5LL6roeV,Vivência,0.693
Vapor Barato,53NGxujaNAPu36WvvcMtuj,Vivência,0.646
Como Dois e Dois,1W59O31E1Gv7cQmHl00crs,Vivência,0.109
Dê um Rolê,5jJPyZV36GlAhgMI8Mqd7d,Vivência,0.7
Maria Bethânia / Bota a Mão nas Cadeiras,1mpRWhogOB1Tl8hfkEOl8W,Vivência,0.744
"Chuva, Suor e Cerveja",16XHIKbufXCk7ikqgrgixk,Vivência,0.321
Falsa Baiana,2Gd9RVU614nxEveEzT8Mha,Vivência,0.737
Acauã,4fYpCOvluZtcn9JuH1mDJg,Vivência,0.919
Brand New Dream,4YJMMACp8nOyVPYL6yT1og,Vivência,0.113
Sgt Peppers Lonely Hearts Club Band,2VGilZskkbPnA0PI4KtVsa,Vivência,0.074
One O'clock Last Morning,44yDdswXB3qGNVoZUsHYpF,Vivência,0.684
Up From The Skies,3yH5AZH517yjuJ5MUMpaoc,Vivência,0.115
Viramundo,4n4F4A4bFejRF4eQToZaE0,Vivência,0.966
Nêga (Photograph Blues),3leL4TMtH6CeNLonEsWT4l,Vivência,0.155
Can't Find My Way Home,79yHFFrvxBkUL8O8ieGlbR,Vivência,0.105
The Three Mushrooms,6Dq9zps3YJiSDCEhne4IHS,Vivência,0.115
Babylon,7rO1WtdonR4fGPwIM1E3OF,Vivência,0.128
Volks Volkswagen Blues,14LfjyoIQ7RRUNeRz5ecKk,Vivência,0.119
"One O'clock Last Morning, 20th April, 1970",4oyklx1iro9Rs6hDqJQ0Hd,Vivência,0.324
Crazy Pop Rock,4lkR21GMxv8dzVyCktZ7nB,Vivência,0.237
Can't Find My Way Home (Live) (Bonus Track),5TkY6RVHJrcaWhdFBE7NJJ,Vivência,0.318
Up From The Skies (Live) (Bonus Track),760SAKWxzzFp4TR2M6niKX,Vivência,0.9
Sgt. Pepper's Lonely Hearts Club Band (Live) (Bonus Track),041NJc7TIqqN9WjVjkWU0S,Vivência,0.124
Diga a Ela,4mOcY8qgzdfl7uFcKBszsI,Vivência,0.115
Mr. Sganzerla,40rm3ZZ35Dad0wzZ6QHkFP,Vivência,0.141
Blind Faith,4BHGqr56Et50PKBKCIzZKo,Vivência,0.0938
Yeh Yeh Yah Yah,0JLpvTjjiO53N4bbA0ruJl,Vivência,0.0697
Tomorrow Vai Ser Bacana,7kx7HEghi5iKcIZSyNatqD,Vivência,0.11
Diga a Ela (Versão Editada),2WmBVEAY5on4UMnZwKjNnP,Vivência,0.108
17 Léguas e Meia,2hVDWkOUURBPyQ2CbE1TT9,Vivência,0.23
A Voz do Vivo,4KFOLWuAZbQAHVaMTaugRV,Vivência,0.456
Dois Mil e Um,3OaKtW5vinMhsu9dn7J2KB,Vivência,0.747
Futurível,5WfsYhOLK6A5Q9NAvncEDn,Vivência,0.112
Objeto Semi-Identificado,0pZzusw53vFB8fn3qoIdj2,Vivência,0.316
Omã Iaõ - Bonus Track,1V5ZrS4FTBpptOYYUBKHXG,Vivência,0.298
Aquele Abraço - Bonus Track,2pEjCBadgy9aencJgGJcJB,Vivência,0.101
"Com Medo, Com Pedro - Bonus Track",4ql5hmt2zsWt5KB6VUXNAy,Vivência,0.163
Cultura e Civilização - Bonus Track,1hOaf6oPeoSzFc2Voq6Zut,Vivência,0.217
Queremos Guerra - Bonus Track,0wgYFQS0TqdMBBFvKvlhgo,Vivência,0.134
Coragem Pra Suportar,1lkfaBKNEEOwb9TYDGrzYZ,Vivência,0.452
Domingou,5Dg3POGhLWS9QfHlhESsHF,Vivência,0.149
Marginália II,7q5PZjcIIKaOZcGbGDCiQx,Vivência,0.233
"Pega a Voga, Cabeludo",6AbradIfQTsIxHO5tUGhD4,Vivência,0.618
Ele Falava Nisso Todo Dia,5mvGkKM0RAPt3GoCMX5cPO,Vivência,0.345
Luzia Luluza,2ED0M5ZgV0lnTwGQ189AYA,Vivência,0.299
Pé da Roseira,528zE2dUiapWClnhIJSuqv,Vivência,0.156
Barca Grande - Bonus Track,3heoYhi2qocVDYu9AJyjLv,Vivência,0.338
A Coisa Mais Linda Que Existe - Bonus Track,01qsSdQeyLsi8Ehgw15aLN,Vivência,0.299
Questão de Ordem - Bonus Track,3nRQNTl3wiLmQBDILZhe29,Vivência,0.071
A Luta Contra a Lata ou a Falência do Café - Bonus Track,629w2AOADAkp0BmfxBvTDp,Vivência,0.0959
Louvação,3DLROXO3OgoXZyrK5shK3Z,Vivência,0.122
Beira-Mar,3xFeT1A0SQj9d3u4USk4Z0,Vivência,0.133
Lunik 9,1UKpJDk3LNevC2CKBAYMNG,Vivência,0.118
Ensaio Geral,5kupvEyqXVR5Pi6XmE6oqk,Vivência,0.091
Maria (Me Perdoa Maria),4CVNqXoN7vUJ1YqF4RJkRx,Vivência,0.159
A Rua,1DFizjKNind6QM7tDUTU95,Vivência,0.11
Roda,0HJCCou1xOZnZ6GdK3cHiZ,Vivência,0.116
Rancho da Rosa Encarnada,1UOSqSPrModiOPqMqxcKO6,Vivência,0.364
Mancada,6ujSuZdXwjaNp4n0KnIt7v,Vivência,0.105
Água de Meninos,0FOkBBgP8yKjcHWkaYUDwE,Vivência,0.113
Minha Senhora - Bonus Track,434vqZiK7OwcKHWQYUYaVf,Vivência,0.278
A Moreninha - Bonus Track,02abJexsu6lFf7pd569DiH,Vivência,0.102
Povo Petroleiro,04E7PQOJGGuU4wID0R62Lc,Vivência,0.0864
Coça Coça Lacerdinha,6YGbe4Epc1ADqiobaewM8s,Vivência,0.278
Serenata do Teleco-Teco,2KoIdTuXdGAKEPSqxFaD1l,Vivência,0.113
Maria Tristeza,2h5KUFslvgr0aY3f7QEYj8,Vivência,0.101
Vontade de Amar,0ihS9rc9qo04L4KiviVJi7,Vivência,0.177
"Meu Luar , Minhas Canções",5VuHbGLvRjdDZrITZEQ0Ok,Vivência,0.0961
Decisão (Amor de Carnaval),53UIagmAb73UJoT3mBESbq,Vivência,0.3
"Vem , Colombina",5P6tjIR78Khuc0Z5TcGmS0,Vivência,0.879
Iemanjá,40Nblc9hWUR2kwMGVzdvQO,Vivência,0.226
Minha Senhora,3e3hMDE2nqz1gBP3LfsTfS,Vivência,0.229
Felicidade Vem Depois (Se Você Disser),61jjPW6XKeebm0xwmFkVGj,Vivência,0.118
"Me Diga, Moço",1STw58PDKsjkauAgjFAHDM,Vivência,0.109
Vento de Maio,2tHv6jw0GiWnYnzS7zbtKM,Vivência,0.131
Rancho da Boa Vinda,37Xkn4dDqxucEebaHE3qu3,Vivência,0.113
Serenata de Teleco-Teco,0UbBh2r7cjke3YuZLAmjjK,Vivência,0.125
Meu Choro Pra Você,5lc6GsXpkxTNNpT5WcQoUZ,Vivência,0.166
Zabelê,6zrTLj4YsM0mC9U3PuqeaF,Vivência,0.106
Ninguém Dá o Que Não Tem,6Faom2lEyPdAqSxhN7qTIH,Vivência,0.112
Antigamente,6eISb5rYPRmI8vGOpRZsqS,Vivência,0.143
"Maria (Me Perdoe, Maria)",34gBmoRxYO60GWxFxvwJ4X,Vivência,0.0974
Iemanjá (Reprise),653TUMhpTKaxyjGg2ggMwq,Vivência,0.108
A Última Coisa Bonita,609yw4Z9UpjXpa8lXrXkoT,Vivência,0.109
Retirante,66RJi7nMi2t8BZQejxAtRy,Vivência,0.146
Cantiga,6ketEGEg34dai9MgdKOvlT,Vivência,0.111
Fé na Festa (Ao Vivo),5vc9wRbfYexKq2ZvMeUQCY,Valência,0.965
Dança da Moda (Ao Vivo),6eHR7l1RvNaMsza6fd78NR,Valência,0.895
Óia Eu Aqui de Novo (Ao Vivo),54OYZkcIC8zG009c1ihbL7,Valência,0.925
Assim Sim (Ao Vivo),7LTpBVvDh0At0upSfXKbIg,Valência,0.781
Respeita Januário (Ao Vivo),7hYcqwMhjXceH7tG32hnNa,Valência,0.969
O Xote das Meninas (Ao Vivo),53F0M4x1yWqtUAWIgPgUEE,Valência,0.931
Conversa Gil e Preta Gil (Ao Vivo),0TDA90fJH2IUu8JA48LUzv,Valência,0.943
Eu Só Quero um Xodó (Ao Vivo),27nQFfM9pBYjNda9PAefUR,Valência,0.741
Asa Branca (Ao Vivo),3y4Z4vb5aAx9fAzc0ASclc,Valência,0.872
A Volta da Asa Branca (Ao Vivo),2c7XspxaUl33qP5n02ECLd,Valência,0.92
São João Xangô Menino (Ao Vivo),5IggFPsyOyeWpBZ3EnRQZw,Valência,0.912
Esperando na Janela (Ao Vivo),5HwZDDNlSGkL8w0vqUxFy3,Valência,0.962
Qui Nem Jiló (Ao Vivo),5ZL1JsQPQmxE1k5UaBOibN,Valência,0.963
Pedras Que Cantam (Ao Vivo),163cndEuB7HoHwNeiXGJpI,Valência,0.961
Conversa Gil e Mestrinho (Ao Vivo),3d6BrED2o9Htb0IKkgFWng,Valência,0.848
Isso Aqui Tá Bom Demais (Ao Vivo),22mmuG2NHPt2Bf2lp7N3hL,Valência,0.862
Toda Menina Baiana (Ao Vivo),6PkdagVcKGqtm7lu1uJpnF,Valência,0.755
Olha Pro Céu (Ao Vivo),167clrR7UnkYxKIf6KsBas,Valência,0.921
Is This Love (Ao Vivo),1LzC6ekUsrI94qwaixITKp,Valência,0.554
Nos Barracos da Cidade (Ao Vivo),7BZ9I7xfsWEimOqUpmODRE,Valência,0.937
Extra (Ao Vivo),6Ll12D9eMng37CT5eqXSl1,Valência,0.85
Pessoa Nefasta (Ao Vivo),1H4jmMzpZZECXiV52pUjlw,Valência,0.772
Sarará Miolo (Ao Vivo),5iUu4HyvCeseFw3zAMQFtD,Valência,0.829
Emoriô / Dia da Caça (Ao Vivo),0IwdotkOJ2m9jkJiy8Rzox,Valência,0.724
Água (Ao Vivo),5p3WL6TdAUARp0tdX4k7Bl,Valência,0.377
Intro Choro N.1,3zz6iHe7eQX0A0WnDlSYDZ,Valência,0.127
Choro N. 1,4QbV4QvVSCoffeElKT1VI7,Valência,0.213
Improviso Choro N. 1,2ULc3auz1a5tCr8pPuj0r0,Valência,0.0978
Intro Seraphimu,1PrihbMRgUhOTsAmRjWZX1,Valência,0.21
Seraphimu,21vI5N5YaqB9olpiXURe8K,Valência,0.769
Improviso Seraphimu,3zrasTvwmBWhCzvSVLWI33,Valência,0.593
Solo Balafon,5oT90dnLdk5G3lexD312nn,Valência,0.733
Intro Fragmento LÍrico,1TG70dUe7IkOI21zq8KOmp,Valência,0.118
Fragmento LÍrico,767D9NBhx1T4wufDjikehn,Valência,0.105
Improviso Fragmento LÍrico,5zc073VzUVeLGeOutPE94Q,Valência,0.529
Circulo,2L6iqG0eiRfOT3lUDmDNZG,Valência,0.354
Triangulo,6pDhuSf04PmjQNiCRrd5VW,Valência,0.0879
Quadrado,4U8DttsUsQWAlLCEDrwtxp,Valência,0.583
Retangulo,1nNDOdrPbzrkf219GfO2qH,Valência,0.0379
Pentagono,79VQd9NLEwLI66XlgZNwzR,Valência,0.196
GIL,1ClAHGcOBX4jRmN33HJft7,Valência,0.0
Ok Ok Ok,469XdQJ1txFnvRPFrDQmrl,Valência,0.153
Na Real,6TWcyYe3KbroZl0q8OJels,Valência,0.705
Sereno,3QUV5CdXziZPMrMgizJQlz,Valência,0.773
Uma Coisa Bonitinha,3YlABrQbOMayiSpsQESVSv,Valência,0.809
Quatro Pedacinhos,0pskyKfYxczntMzixTBpS9,Valência,0.64
Ouço,2DbiGFAnsgg7PPDPFjZkMT,Valência,0.441
Lia e Deia,1Cuf5Och6CYqSh6fIs7966,Valência,0.388
Jacintho,3pjFzaGQjvxrosoiVCWSv2,Valência,0.378
Yamandu,4vVwHXm85qpc9IbqsE42sO,Valência,0.649
Tartaruguê,4dRTbMQYMGpDiJm1eL73Kf,Valência,0.708
Sol de Maria,2dmqaJZ4pVtazEoPtApjRO,Valência,0.608
Prece,2OsNNBBjVsm0uoPvAtt8bp,Valência,0.223
Afogamento (Bonus Track),3hfnPXWabmqNaOMwQyCcXf,Valência,0.243
Kalil (Bonus Track),13Pk5wAJD3zunHOOmaUpSD,Valência,0.617
Pela Internet 2 (Bonus Track),1IrunTcR3ddX2ZM4PO7L9S,Valência,0.604
Na Real (Acoustic),1Oq1yq3xd6JQbVLXFPauRv,Valência,0.323
Sereno (Acoustic),36tAgttHvYNIwzoLiqqi2D,Valência,0.357
Uma Coisa Bonitinha (Acoustic),0twDred8ifq5CLvUb11Xfu,Valência,0.449
Ouço (Acoustic),3LCJgTkJIDOV4LItaN9keW,Valência,0.129
Ok Ok Ok (Acoustic),6bldw5qq41w95NzDRAM51u,Valência,0.0571
OK OK OK,5NzlwzBgl1v4MU8fvuimnD,Valência,0.153
Afogamento - Bonus Track,3Jl8zs4lZa0uG0q8m4Ar0I,Valência,0.248
Kalil - Bonus Track,1KT4IDWwMNqDflL93yABAg,Valência,0.617
Pela Internet 2 - Bonus Track,3lRndkaQyNhn8ZtZLcNhWv,Valência,0.609
Trinca de Ases (Ao Vivo),0CpIVOnfJTu99vr0uQARPD,Valência,0.465
Dupla de Ás (Ao Vivo),5oiFSHnujptIKR354EVryl,Valência,0.521
Palco (Ao Vivo),59CqzEU9ZLfE5VmBiLl88z,Valência,0.521
Baby (Ao Vivo),2SLbEbRML8KwAGHBXB27Ub,Valência,0.811
All Star (Ao Vivo),6llXMFbX0Dm5yXDFdCjJA4,Valência,0.642
Espatódea (Ao Vivo),02cYTWgrdJyNkfjCptaVRp,Valência,0.427
O Seu Lado de Cá (Ao Vivo),0gZ8EjjX2wDNX2rozJMrxc,Valência,0.172
Esotérico (Ao Vivo),2zMv7Ggwg8pCs0TwYLYKVp,Valência,0.618
Cores Vivas (Ao Vivo),6ua1WOV08kDOchJvPpWSgd,Valência,0.389
Água Viva (Ao Vivo),3EuLzcWgtVdnZzHJdeF8J6,Valência,0.442
Retiros Espirituais (Ao Vivo),3L0ywhZCRSbPdnvc6sH9Oy,Valência,0.445
Copo Vazio (Ao Vivo),2yregxu9FyVEZJEp3vL3cd,Valência,0.386
"Meu Amigo, Meu Herói (Ao Vivo)",7g0Trzw2tjtbzLHOJCGrvC,Valência,0.401
Relicário (Ao Vivo),62mTTZEhX1rwnWkbqRrYh3,Valência,0.46
Pérola Negra (Ao Vivo),4X1p8pR8UKGqrFdOMpE9nO,Valência,0.336
Refavela (Ao Vivo),5gwN9eT8fAD6RXolWkuV30,Valência,0.543
Ela (Ao Vivo),1IF59n2Sl1diihM2LQhwd3,Valência,0.379
Tocarte (Ao Vivo),31nKcTGDjfubHmx3motui7,Valência,0.572
Dois Rios (Ao Vivo),6EaLFbYh8OrUCqeKUDrl3s,Valência,0.312
Nada Mais (Lately) [Ao Vivo],62MBkoN95QH0jqoGw5FvOC,Valência,0.325
Por Onde Andei (Ao Vivo),3LESkgqwUPamdbCmCBCo1j,Valência,0.615
O Segundo Sol (Ao Vivo),5SO1VWdMNrC5ol9GTwAzgJ,Valência,0.298
A Gente Precisa Ver o Luar (Ao Vivo),2X1BX599GooUmcIyMyZfFS,Valência,0.419
Barato Total (Ao Vivo),5OJ26sotimSxBKkkC2ik5Y,Valência,0.552
Back in Bahia - Ao vivo,42XOOCltwfAiy8AdUHA4MT,Valência,0.462
Coração vagabundo - Ao vivo,4BEbHMueqklTzIqmlUAkaZ,Valência,0.31
Tropicália - Ao vivo,5jBtYdA1FaSpGl2K8aOZfH,Valência,0.468
Marginália II - Ao vivo,5DZIEbu0C7lOHgnxDaZheJ,Valência,0.276
É luxo só - Ao vivo,0hPSDJCffAXC0eOeSkpcZH,Valência,0.628
De Manhã - Ao vivo,0zfyKoIX5V4M6eamRRjj7a,Valência,0.394
As Camélias do Quilombo do Leblon - Ao vivo,3ucamwI44g1PWbxl674lJK,Valência,0.625
Sampa - Ao vivo,5WJ5YhbUIgOiO9Lhw1UTbC,Valência,0.394
Terra - Ao vivo,4UzX7AufxePczXzXiuk8k6,Valência,0.14
Nine out of Ten - Ao vivo,1TCAhtzpdjjdloGHUFmQBV,Valência,0.376
Odeio - Ao vivo,7t1PhDfnVUA0ee4EE1kv21,Valência,0.45
Tonada de luna llena - Ao vivo,6ABnSm5zD72xlhwDTNARhO,Valência,0.239
Eu vim da Bahia - Ao vivo,7D3ud84cgM1u6deacNfqNH,Valência,0.608
Super Homem (A Canção) - Ao vivo,54V4yXBxNPbW7fiYhDhOEr,Valência,0.212
Come prima - Ao vivo,2cXULP6lJrP9M3fhgLHuGM,Valência,0.394
Esotérico - Ao vivo,0KGBgEFHj8gd1Aze6UtW26,Valência,0.447
Três palabras - Ao vivo,3TCM2c539t23yox3iinjRm,Valência,0.212
Drão - Ao vivo,4coY1pK4cGM2Z2OAHGhCnH,Valência,0.192
Não tenho medo da morte - Ao vivo,1v448ZhQHpRWmtQMr5mboJ,Valência,0.43
Expresso 2222 - Ao vivo,5aIMibc2dl4qlsRiQ4qdN0,Valência,0.464
Toda Menina Baiana - Ao vivo,6ztZcLvDT5ZZ6GshzC9cRz,Valência,0.853
"São João, Xangô Menino - Ao Vivo",7jb5jTsbWfLTaFMuC0OQNJ,Valência,0.392
Nossa gente (Avisa lá) - Ao vivo,3TstIheXlz5btgS8j0sWf1,Valência,0.727
Andar com Fé - Ao vivo,377REgYHlY71TkpPmuZL21,Valência,0.693
Filhos de Gandhi - Ao vivo,6uqnjKPPRqaxszYO2603Mg,Valência,0.527
Desde que o samba é samba - Ao vivo,1OuaRFVDtSIuy5nqCyWbV0,Valência,0.446
Domingo no parque - Ao vivo,16gNyzIaAw5jrdWbpKa59r,Valência,0.431
A luz de tieta - Ao vivo,31MN9eH1EWE9UlkDNX0Pm9,Valência,0.493
Back in Bahia - Ao Vivo,6gGRugb8cNav6YZwgJ14xy,Valência,0.471
Coração Vagabundo - Ao Vivo,6tiH24Ute53VpnxqGPGafW,Valência,0.297
Tropicália - Ao Vivo,5UW6ekL4if71Wjrnfs2dMc,Valência,0.467
Marginália II - Ao Vivo,5kKwTBuiSvvHmorCLhhKY9,Valência,0.281
É Luxo Só - Ao Vivo,5O3yclO0tN6761iBNGE4o1,Valência,0.6
É de Manhã - Ao Vivo,45Gjkn44caL8PHMy8Id8zE,Valência,0.392
As Camélias do Quilombo do Leblon - Ao Vivo,4Xh7ifiX7bwhxk3basbEo3,Valência,0.651
Sampa - Ao Vivo,0P3io2eXDiJkhJLE5SQWuU,Valência,0.416
Terra - Ao Vivo,21w1GQCxEMl4ln24sYbadu,Valência,0.137
Nine Out of Ten - Ao Vivo,49U3NbwvOY3oPkgs7EvYWm,Valência,0.415
Odeio - Ao Vivo,5mVEncRUNblAi2aGRofYCz,Valência,0.408
Tonada de Luna Llena - Ao Vivo,3GKJcJLFHJIWzh2cc0LFEP,Valência,0.244
Eu Vim da Bahia - Ao Vivo,7eZV03gNakHqHmkBTzU2t6,Valência,0.571
Super Homem (A Canção) - Ao Vivo,74CYKG87IixfvX7GPpAExc,Valência,0.218
Come prima - Ao Vivo,5WTZrP3aNd4ccEjgXPYSbj,Valência,0.372
