Nome da música,Id da música,Características,Valores
Balafon,4DVf2QF6BoGHHO7TPBeFkc,Acústica,0.524
Patuscada de Gandhi - Afoxé filhos de Gandhi,6pqvI3ods51ID3ZSJ67H9S,Acústica,0.519
Expresso 2222,3K2NfX47zxG0S6j7c0XRtJ,Acústica,0.297
Back In Bahia,4JwPvSNHfudJ1qbU4WNNpA,Acústica,0.0921
A Bruxa De Mentira,6zGx0l61sfBNjdfQ50aM3R,Acústica,0.526
Oriente,7MK5QyLWpVp0HJfENEwiik,Acústica,0.899
Meio De Campo,2LNIu4GS76jalCoRHQRGHe,Acústica,0.778
Lamento Sertanejo (Forró Do Dominguinhos),0Dxat2jZPQN2TkpbeqLL4r,Acústica,0.907
Sarará Miolo,6gbKxM1wQOq0IYVxRKS7Hy,Acústica,0.437
O Sonho Acabou,77rnNCUWNSQnGjO1qAzB2K,Acústica,0.829
Chiclete Com Banana,2SHx5HRUhNmo7Ntf5xP8BA,Acústica,0.103
Lugar Comum - Live,74qHtALcpXckulljaVyEJD,Acústica,0.792
Aquele Abraço,5njQfXKztQf20E15uWLYgZ,Acústica,0.0415
Vitrines,0j1wQw193MKgxjQteeJgMz,Acústica,0.83
Frevo Rasgado,05fViRVVRFClMrln7RFHns,Acústica,0.765
Rainha Do Mar,0NWC6kiLQ0pVoPBTH5JfBg,Acústica,0.9
Procissão,5HRcb8ib9H2s7B7NLNc209,Acústica,0.798
Parque Industrial - Original Mix,0aZ38ARn8ZCXXLSiJ9jz0S,Acústica,0.0127
Eu Só Quero Um Xodó,4yHv1NckqTKG0vkN7sWG6n,Acústica,0.48
Bat Macumba,5XsZIOjCwwMd8Ya36BNuD0,Acústica,0.522
Chuckberry Fields Forever,2VQQ1J5Ets8MIUUF5Tkq1Z,Acústica,0.215
Domingo No Parque,1REkR3chm0MjaVkTqE0Siw,Acústica,0.765
Refavela - Ao vivo,68Yw9pkWjA9ysOd3tADL06,Acústica,0.416
Andar com fé - Ao vivo,1OszxExJ62qODTleuQIzrZ,Acústica,0.718
Chuck Berry Fields Forever - Ao vivo,4QlFxLJ5H5DZuhCOOqcyK9,Acústica,0.36
Cambalache - Ao vivo,2wy8DSC3aHt6seXABih2vG,Acústica,0.491
Imagine - Ao vivo,7ebhe187cww60KPYNBltUh,Acústica,0.811
A Rita - Ao vivo,1tBS1IyYtvCHQBZ8nDuzBN,Acústica,0.543
A linha e o linho - Ao vivo,5jNMNe5XGDtVMRNF3UsxOE,Acústica,0.821
Aquele abraço - Ao vivo,0fu5MT8XW6lxaKZp7lEeyo,Acústica,0.501
Maracatu atômico - Ao vivo,6IrVe31AGBymZXU63hlFqs,Acústica,0.29
Se eu quiser falar com Deus - Ao vivo,7juNpUD2eKlSPBTdgr8EGC,Acústica,0.694
La Lune de Gorée - Ao vivo,1f8DbA2yAycTg3Z7hSwiNX,Acústica,0.584
Three Little Birds - Ao vivo,4U9SwT7m5vlS9kagFGccvQ,Acústica,0.607
Guerra santa - Ao vivo,4AIokp1otxlrVwFEvLhcDG,Acústica,0.411
"Soy loco por ti, América - Ao vivo",1T2dnSuErbyuo6uChC2mjn,Acústica,0.208
Eleve-se alto céu (Lively Up Yourself) - Ao vivo,2O6F7M6OoR8tPdZ6qEMM12,Acústica,0.155
"Não chore mais (No Woman, No Cry) - Ao vivo",6rqwO8DFj6H7z0JRQWzp5d,Acústica,0.324
Kaya n'gan Daya (Kaya) - Ao vivo,37tjLWQuu1HV0WJ2yC00kT,Acústica,0.0542
Rebel Music (3 O'Clock Road Block) - Ao vivo,7ywO57ljHnIaFRlqsu8cZK,Acústica,0.229
Vamos fugir - Ao vivo,6T8NWnJtMCD1krX8EADo5L,Acústica,0.0124
Them Belly Full (But We Hungry) - Ao vivo,34MI4HDumV5ngtSJl5KG65,Acústica,0.0847
A novidade - Ao vivo,4xD6YsVOLW9klE4Q9jzk35,Acústica,0.356
Waiting In Vain - Ao vivo,7GtjANDZxWoRftTcK25rsL,Acústica,0.508
Garota de Ipanema - Ao vivo,3zPYWPLSMz7BIDkEnuHjkr,Acústica,0.304
Extra - Ao vivo,0lYepTEBzviDufsvKozlBo,Acústica,0.0693
Nos barracos da cidade (Barracos) - Ao vivo,2HXl7JIj1pfTXzUFfcaQIR,Acústica,0.0296
Is This Love - Ao vivo,2KC9rIlg8RZI2RLsURoBjZ,Acústica,0.0938
Could You Be Loved - Ao vivo,3PmsOqbYK5HaC5t4dqKk20,Acústica,0.0547
Alagados - Ao vivo,4lNFozAYr5uOKScVEM62a1,Acústica,0.0164
Sítio do pica pau amarelo - Ao vivo,3KgZ5suBfLmxr0O4MPvCRK,Acústica,0.499
Esperando na janela - Ao vivo,6CiDXL3yaUX3q9kkt26I9v,Acústica,0.0506
Buffalo Soldier,1yh0kxA7r5NanfzHUz0T4Q,Acústica,0.147
One Drop (feat. I-Three),1maJJDcVwRJQZayT8DIoYK,Acústica,0.136
Waiting In Vain,3YnZHA99Wd3iZlHUAxnRR6,Acústica,0.49
Table Tennis Table,7LLjvHfiQNWyowkK6nrjdN,Acústica,0.342
Three Little Birds (feat. I-Three),7xNN0DH8lEqaDQUBw0TkAv,Acústica,0.569
"Não chores mais [No Woman, No Cry] (feat. Os Paralamas do Sucesso)",03VJWrI1A8RnGA1VHi56h8,Acústica,0.189
Positive Vibration (feat. I-Three),7jL1oIZJMbwbrU8QTnokDo,Acústica,0.0712
Could You Be Loved (feat. Henrique Portugal & Samuel Rosa),5OXXhU80VHjcjXvxw9xXiv,Acústica,0.0474
Kaya n'gan daya (Kaya),6YiEF5vN4rxH2w4jRos4mE,Acústica,0.111
Rebel Music (3 O'Clock Road Block),7oEMV2ts6P9kj848Tp4CS3,Acústica,0.196
Them Belly Full [But We Hungry] (feat. Os Paralamas do Sucesso),3BXWmla3Td4b4TFkvsW3yZ,Acústica,0.0536
Tempo só (Time Will Tell),6IwdkrtoGMyWjguXx5wh7u,Acústica,0.834
Easy Skankin',1vGG4m9ZVMtGZSorXch2ji,Acústica,0.184
Turn Your Lights Down Low,0luRmxbN7KO5761BSaCFU1,Acústica,0.349
Eleve-se alto ao céu (Lively Up Yourself),4otxZ8hAk8P2RXuhkEw2HP,Acústica,0.0703
Lick samba (feat. Rita Marley e I-Three),4x905OLHG2PlRNBlqGiEHe,Acústica,0.506
Could You Be Loved - Remix Nu Reggae Metal,3QigMM17dJlYBVOPXzeUKe,Acústica,0.0386
It's Good To Be Alive,539WAfKcRyvwtgnAHmYeH2,Acústica,0.351
Língua do Pê,51aQsuLbVL69DLBeLdVRRJ,Acústica,0.927
Terra 90,7fgfbJkM12Mpeasuxu9QBW,Acústica,0.95
Treze de Dezembro,6uqhnNU4Er1oeoQOd886oK,Acústica,0.934
Padroeiro do Brasil,3ELI0eMjmkAjiGzuEfQ1dt,Acústica,0.964
Chiquinho Azevedo,7p15cV6VNTiKGE0NfLsv58,Acústica,0.226
A Faca e o Queijo,4OC3k2P01crXUeVSN4bpLJ,Acústica,0.92
Poema Aritimimético,3H6tqgGlDNHI8MMtEu9cu2,Acústica,0.924
Afrolodumultimídia,3h45QYiT7JXIno6zfRooK9,Acústica,0.759
Você e Você,0tS2Y7ceOXxTpns5ettXQn,Acústica,0.833
Mãe Solteira,6L0SQnIT2H7HeO2aPMHPCH,Acústica,0.89
Pelo Telefone - Ao Vivo,5txShfEDCNxTQ07cWaS4sO,Acústica,0.583
Pela Internet - Ao Vivo,7saRHC007BcfVxCupkfjwD,Acústica,0.145
Cérebro Eletrônico - Ao Vivo,52F9Nu1KYqoFPy7ySe40ZF,Acústica,0.393
O Mar e o Lago - Ao Vivo,3yO90qTQkRxeQ7OUgsQPLJ,Acústica,0.797
Buda Nagô - Ao Vivo,69K9SVWrmHT9VjTHv9B21v,Acústica,0.271
Aquele Abraço - Ao Vivo,6tF1bVLnfcDOPh9OkCs6FO,Acústica,0.329
Chamada,2KtKIvdcqJCEZnaeBUYlk8,Acústica,0.987
Meteorum,2MWwBvzvquLGEf6V1Xtc9I,Acústica,0.314
Flagelo,72MDyT2iulLxho6XiXGmC6,Acústica,0.858
Danca Das Mulheres,7okDnjue0IqQ1cydK2DWkL,Acústica,0.000316
Lamento Das Mulheres,1lLrbcCAHoS4VcZ6NaVDCu,Acústica,0.986
Danca Dos Homens,3ghfPisnvLEvnCUU4gGtGk,Acústica,0.689
Danca Da Agua E Da Paz,1cpWkhPuD3w9tDP8G9SDp5,Acústica,0.6
Oracao,6urWvA0625C54v2ZU2omtD,Acústica,0.992
Requiem,1nPbI2NNF1gbWL1SmrKvrZ,Acústica,0.845
Zumbi,2mW05hESxxR7kFocvlhVMN,Acústica,0.316
Titicaca,548jJZokDqGWXpdwrLjvQT,Acústica,0.813
Afoxé Badauê,2834I4scIMRkIeIXHuAjjy,Acústica,0.0992
Corações a Mil,3mnOvgajxvxLkhifm0RVc1,Acústica,0.568
TV Punk,7EbDS1hinvL1sGMkEl1BSw,Acústica,0.117
Oxalá (Cesta Cheia da Sexta),1x3IF4rQ3nPUHLC7ntAcEo,Acústica,0.829
Pílula de Alho,1Y57glkLWkoEuIsfnhCQK4,Acústica,0.08
Estrela,1JuROaiAB31zVXfDUhBj3a,Acústica,0.48
Quatro Modos,0qbupjmOt45nYSR5GcKAe2,Acústica,0.355
Música Moderna,0JS1aMCnHR2CzYdgkZRoyY,Acústica,0.065
Serafim,5neSGuerIT9sMaWTbxpyFa,Acústica,0.513
Noite de Lua Cheia,7HWLdvQVx82kn98sRVfhNE,Acústica,0.357
Todo Dia de Manhã,5bG1HTfuHTkj97Dk4hDtHX,Acústica,0.14
Punk da Periferia,4BG7i9bzrnNkV6XFmKxHr9,Acústica,0.414
Por Que Alguém Tem Inveja de Você,0A29xDXXkCjyIqTXA3hCQb,Acústica,0.313
Sítio do Pica Pau Amarelo,1HxygwbegLiDAWiVNDyB0g,Acústica,0.164
"Pode, Waldir?",5EqQ0dAYa46lSQXuHd6L2w,Acústica,0.31
Olha pro céu - Ao vivo,7sXTH6Ba3Ik5Fipmn6Mqdn,Acústica,0.457
Óia eu aqui de novo - Ao vivo,0yO4m4NU0silZ3R6KhT1cL,Acústica,0.642
Asa Branca - Ao vivo,2CKTbmBH2N2eK9Rl1dbUdy,Acústica,0.523
Baião da Penha - Ao vivo,1eS1X03qHHo58Gc7cmlB7x,Acústica,0.416
Qui nem jiló - Ao vivo,3zINScoQVIkP8UnPuMzM5T,Acústica,0.77
Baião / De onde vem o baião - Ao vivo,0FWXWIpp7odoenLseba0WY,Acústica,0.304
Lamento sertanejo (Forró do Dominguinhos) - Ao vivo,1PqDynYKHaB64uFfbGKluP,Acústica,0.863
Cajuína / Refazenda - Ao vivo,03DdK0GMytXMMNTFKrtP22,Acústica,0.76
Pau de arara - Ao vivo,1VcD89fg9zBLtdYGhA2Zi0,Acústica,0.614
Respeita Januário - Ao vivo,0qDrlWXrmxD62ljuQ89aHF,Acústica,0.451
O xote das meninas - Ao vivo,6plm6eolsKV8WSDtUu6hL3,Acústica,0.344
Eu só quero um xodó - Ao vivo,0p806RYUtmVu8AC2XxDmc5,Acústica,0.392
Vem morena - Ao vivo,6p8Cy0vaUdRcHcM4ssxYau,Acústica,0.601
Último pau de arara - Ao vivo,2qrZnXAH4k1HRKAoPVaOt9,Acústica,0.477
"Madalena (Entra em beco, sai em beco) - Ao vivo",6vYlMSrJhPqDOUN1tyV75X,Acústica,0.434
Toda menina baiana - Ao vivo,5BlQ05Xx4rn5Oxuzem8Arc,Acústica,0.313
Na casa dela - Ao vivo,2DAk2zl1SixV3AiUY6xGUV,Acústica,0.13
Duas sanfonas (feat. Sandy & Junior),2ON8WbznuakJvhhzoakf8E,Acústica,0.237
Ponta de areia (Vinheta),0OVfPQvGuntiZVxRyNl3X3,Acústica,0.958
Bom dia,4zeglCxsR7x5pxhcjRWi0y,Acústica,0.743
Trovoada,2IIfrTk6BAZjNwwOioDOav,Acústica,0.623
Something,2JI8HZYbcdfkrE9cqlxWGm,Acústica,0.434
Maria,6bzghHIjXXqjqc2FxMQRXc,Acústica,0.657
Lar hospitalar,4FvvUPvd4A7HQScZ9c2AVw,Acústica,0.317
Yo vengo a ofrecer mi corazon,2WMYctzn5W7bfVsNQE3TaD,Acústica,0.559
Dora,2YWdvN5vx4hgSUuuxKzagQ,Acústica,0.407
Xica da Silva,0ArlSKSXWmh4e9C1RFttfd,Acústica,0.269
Canção do sal,1Fkmsaa1kjm1p2rlweyb0P,Acústica,0.195
Dinamarca,5642cn7jjX93mdQZYXfmKs,Acústica,0.871
Palco (Vinheta),0hB3tIomjXDrPBfsjvqqR4,Acústica,0.874
Baião da garoa,6oaMI5a5qk2RmLWLcndCyP,Acústica,0.515
Óia eu aqui de novo,0H91ItuulS9dO0pfw9YZpO,Acústica,0.27
Baião da Penha,6RvnFK7FgrigMWQnsxcB32,Acústica,0.107
Esperando na janela,3zcBNmJH6ToRCI0WNEIuES,Acústica,0.201
Último pau-de-arara,6wVm6ism8Z6KEWl9RPghJS,Acústica,0.417
Asa branca,5RSBHx8U59qjgqNuwPAaFV,Acústica,0.156
Qui nem jiló,4p4yGDMjaVF9zaPJohU5co,Acústica,0.308
Assum preto,0SishSdZavYw7rQMP7XAX1,Acústica,0.628
Pau-de-arara,4QNr4AKQn4jDh2vdQWuszC,Acústica,0.362
A volta da Asa Branca,4NWlIEnZotMGrODLdx6glS,Acústica,0.166
O amor aqui de casa,1sXcjLye2tDnoRJ44tZyCt,Acústica,0.559
As pegadas do amor,61v2eY4KUDcFSc2XAgNPGZ,Acústica,0.396
Lamento sertanejo,3sxhpt3p7D0Sas6ej9HGk1,Acústica,0.87
Casinha feliz,6x7Vof39NEHvHaqfFUh9VZ,Acústica,0.727
Tatá Engenho Novo,5TXNhp5y4BGSCvsoPZKnpY,Acústica,0.735
Mana,2auzFFG0oivOAhp3DbQl2D,Acústica,0.959
17 na Corrente,1owKiazTMG7SJ3xxQjyb8x,Acústica,0.267
Xote,2hOBIikUx8xlzvlidsccf8,Acústica,0.845
Eu Te Dei Meu Ané,1bw3NoCKogl5vKz9KJDQvf,Acústica,0.71
Kaô,0NBwstemn1pQ7sQwRAd7Zw,Acústica,0.948
Ciranda,3WK9DWK5c3qRmn54Ep4Ub0,Acústica,0.77
Rep,5XVdKxfQogY3CGAThvjx8h,Acústica,0.371
Onde o Xaxado Tá,2SCRGrFyPpYUMGuHu2OkH2,Acústica,0.501
Língua do Pê,0VQ8wZ1O9DzzKLYt58Zusv,Acústica,0.931
A Santinha Lá da Serra,28FdM8eNo1gjf9kLnNdmao,Acústica,0.968
Ai Baiano,4dzaWMhTrXV8rF2OeI5xpF,Acústica,0.963
Bastiana,7uxeKTllCg0OGJxW0JjvH4,Acústica,0.964
Oslodum,56JsbZ0WcpzAjjhYYAeGRQ,Acústica,0.401
Músico Simples,6paM7R1f0E3RhsZmZdrY70,Acústica,0.9
Watapá,6B9ydCSgUoeGc9bqi3Pqob,Acústica,0.667
17 Na Corrente,4TW29hUswhpY5lwezrBIJO,Acústica,0.334
Eu Te Dei Meu An,0HsEcc6Ul1HUSFZRkd9ZuI,Acústica,0.701
Ka+,6XDvsA0f1PRiTMPgkVbMNu,Acústica,0.951
Onde O Xaxado Tá,7wgofsSZQtqzADH2vByWgZ,Acústica,0.467
Lingua Do P+,3fg0ZUzU1tYxpAsDrCoIKX,Acústica,0.927
A Santinha Lá Da Serra,2snYnlbRHjgnuLzPdXGbGJ,Acústica,0.968
Introdução - Ao vivo,4JcQpVLO0PmkFAYNVQ1i5R,Acústica,0.601
Palco - Ao vivo,0GmUizxXyrS6bVATWhRdNP,Acústica,0.227
Stir It Up - Ao vivo,1aqLIbjt6ndyMuqtA6crhT,Acústica,0.187
Vendedor de caranguejo - Ao vivo,50tuDVbBE4UzwfLWKxfoSG,Acústica,0.0808
Quanta - Ao vivo,3kygc89kbpBszEijuVBt8f,Acústica,0.0926
Estrela - Ao vivo,3GBiSsU6d6rRCvgCmIlFlv,Acústica,0.0769
Pela internet - Ao vivo,5DaEQz6S9YD7mjDNSGxdTt,Acústica,0.0282
Cérebro eletrônico - Ao vivo,5ax6woISSmVWdRDrdiSqQY,Acústica,0.0144
Opachorô - Ao vivo,4UjMxqYaWWltujnm3PEdj6,Acústica,0.062
Copacabana - Ao vivo,6CqaVBsqfkRMYso47ByoZ8,Acústica,0.523
O Ghandi - Ao vivo,3IRvhvfms2g89lhznKedMO,Acústica,0.0333
De ouro e marfim - Ao vivo,1QvvIs07DnkQJe8yWp4r0V,Acústica,0.0467
Doce de Carnaval (Candy all),34rufeRkVfiYJClRqLVQms,Acústica,0.00655
Lamento de carnaval,29JGEP0cibgc5UrgqXq3xd,Acústica,0.0833
Pretinha,6QEuF6gXnXwLOlxZWMqLTa,Acústica,0.18
Introdução - Ao Vivo,157eTZw4POKwxntrw9iiPb,Acústica,0.571
Palco - Ao Vivo,41Cc4w7gSRLCbDeGXyss0L,Acústica,0.233
Is This Love - Ao Vivo,3yr3Wd6pna1MgK80fFDRui,Acústica,0.0933
Stir It Up - Ao Vivo,3fEPATDd48N4jzs57SIGDb,Acústica,0.186
Refavela - Ao Vivo,2NMbuyEcegQ0XamGM3vvgQ,Acústica,0.0326
Vendedor de Caranguejo - Ao Vivo,5H6XteI3TagHq3A6icNnMf,Acústica,0.0782
Cérebro Eletrônico - Ao Vivo,09S4ABNTK1iwKjbxWLC7g9,Acústica,0.0142
Opachorô - Ao Vivo,0cQvbJb5ag7iyAl1EDZ5AT,Acústica,0.0608
Copacabana - Ao Vivo,22TB3Y379n0OtOolHJZKI8,Acústica,0.516
A Novidade - Ao Vivo,3kfVaxBqV2N72sgldCr1zB,Acústica,0.175
O Ghandi - Ao Vivo,4e2dwqGDyUzscSZgAyfziw,Acústica,0.0388
De Ouro e Marfim - Ao Vivo,2LAAw4hHTGZoFTPORsDMlE,Acústica,0.0466
Doce de Carnaval (Ao Vivo) - Bonus Track,0BU6bKiOMb40oSV63qKwIi,Acústica,0.00668
Lamento de Carnaval (Ao Vivo) - Bonus Track,5pb95bEwu43nxSWQa8i279,Acústica,0.0827
Pretinha (Ao Vivo) - Bonus Track,6ZoDauIJvqV1XQrR6YwkxH,Acústica,0.177
Quanta (feat. Milton Nascimento),1fAzJFTYJVh358R7cWB5WH,Acústica,0.57
Ciência e arte,68f2W0jnfCu2j6vMXc1LQ1,Acústica,0.239
Dança de Shiva,0LHmUxfSGjGMkO5mOvsI5C,Acústica,0.468
Vendedor de caranguejo,7lFVk6VN2iRloKuZPnLA4a,Acústica,0.381
Água benta,65ZE5ckRto6HLGZOUokYfG,Acústica,0.13
Pílula de alho,0iORIcJSCMTHEgOcpQauqM,Acústica,0.171
Opachorô,4Bat8t4qT4gsvfLEinFyvX,Acústica,0.0307
Pela internet,4kZDpACh3eEaamibA4Wwm6,Acústica,0.0297
Guerra santa,7MgvOjk0edPV8JdRV4Kaax,Acústica,0.102
Pop Wu Wei,5KXsYABlI1eVwMvYtF6E2h,Acústica,0.433
O lugar do nosso amor,2DyQnCRNAk5XH7AJCwCGFQ,Acústica,0.492
De ouro e marfim,73ijzDdykubVfRXR0tb9Js,Acústica,0.216
Com que roupa?,7FAJEzjsbMLnRiwTZiXcOg,Acústica,0.372
Guerra santa - Acid Jazz Mix,5Vxbv8oo629Xf0iOpACEX8,Acústica,0.0589
Vendedor de caranguejo - Chemical Mix,3oZlX5eJx8pshy32Ohbtbq,Acústica,0.0193
Vendedor de caranguejo - Cemichemichango,7uCMSGhCDNBBPGJOleZsZR,Acústica,0.0291
Quanta,764UYor0rIGEl9vVfPNuQn,Acústica,0.569
Ciência e Arte,1pawdAD6zFgHrFszjCBv2B,Acústica,0.313
Dança de Shiva,6ZuuxhJcrL7d2BhfGbYytp,Acústica,0.454
Vendedor de Caranguejo,2BO339kbrFP9iHIySXeL9K,Acústica,0.374
Água Benta,4uqZkWRqWOwmCX9vunAY2F,Acústica,0.122
Opachorô,7dwO04aWUeY9EpWCBEkmzc,Acústica,0.0287
Graça Divina,0M9uuThvB395Ry0MiQDlTR,Acústica,0.358
Pela Internet,6x8wP652O5uSpRfUGmxGRe,Acústica,0.0431
Guerra Santa,4EHaYbqfGENvlCxWBzceVj,Acústica,0.127
"Objeto Sim, Objeto Não",0hi0F3urXN0ekwLpERxgXs,Acústica,0.396
A Ciência em Si,5LfrnxyghikaQukNCDwTmr,Acústica,0.547
Átimo de Pó,3JGgENbQ0QCpUXsRqaY8sD,Acústica,0.253
Labirinto,1kWfKS5aF4LG0BLFk2aXws,Acústica,0.739
Fogo Líquido,2x7x6x8mXnMXxseRhwNbr6,Acústica,0.702
O Lugar do Nosso Amor,1e3t233MROBz6wb8dalJdo,Acústica,0.497
De Ouro e Marfim,2g5A8G3DccDOjaC51fpKgd,Acústica,0.231
Sala do Som,2dOQydb3E4hCWYLr4DHCyN,Acústica,0.728
Um Abraço no João,6VVYb445H18WF5auw1xO4T,Acústica,0.934
O Mar e o Lago,6HVmbFdJStI23VqavRM67n,Acústica,0.945
La Lune de Gorée,5XhCRiVb5rQlJ2bxYADaXz,Acústica,0.707
Nova,6474bSXDLab0qTtqdtQrqk,Acústica,0.61
Objeto Ainda Menos Identificado,3QxOeMcdddW4s0fQHdTUgA,Acústica,0.726
Graça divina,2FPoJP9oWeVtvUHbf0w1eh,Acústica,0.341
"Objeto sim, objeto não",38zmwxC9pf5zUaD1HYq6Zg,Acústica,0.415
A ciência em si,6IKDNTMnXRdWn2V8fyxPiC,Acústica,0.53
Átimo de pó,2976Z35htAD14APwDD00n6,Acústica,0.263
Fogo líquido,0206qr4bsxYkxoqNu8RmVQ,Acústica,0.701
Sala do som,4jgDpLtTspai9e34vOsoMS,Acústica,0.709
Um abraço no João,1tnt4t84V9uvMRA4nEEUJm,Acústica,0.931
O mar e o lago,7CY08yBS0tJJIv0JTy7ZMN,Acústica,0.948
La lune de gorée,1ITYFoEdWRblc2aMvio10S,Acústica,0.699
Objeto ainda menos identificado,5mCjXOK52qlRjJuKBCRyHW,Acústica,0.72
Dança das Mulheres,04eE5ONl9llzcLYoUHEk7A,Acústica,0.000335
Lamento das Mulheres,0C8GSzBRsPVRkdTqMEX0hU,Acústica,0.987
Dança dos Homens,5Z0yVgewZZKt654QqrgTeP,Acústica,0.694
Dança da Água e da Paz,7cO6JrzJGGSe8PdgkozWnF,Acústica,0.612
Oração,7EVTCL9WSQWY0By1aR7X5k,Acústica,0.993
Tenho sede - Ao vivo,1yfOnI5gCHprIV0sRCmOWt,Acústica,0.671
Refazenda - Ao vivo,76hhPKeoRf0sOTm5EkAgct,Acústica,0.444
Realce - Ao vivo,75KkSXUq1P0E3ZVdlftOPT,Acústica,0.725
A paz - Ao vivo,5jKg6K5LjLH4RkVpxXqO6W,Acústica,0.717
Beira mar - Ao vivo,3vvLAI77LvxGIhPZG3kKZb,Acústica,0.94
Parabolicamará - Ao vivo,3fuli13Vsk3Dz59N3rUluT,Acústica,0.226
Tempo rei - Ao vivo,7Av0b1gJAXFnYuWCoUoGPU,Acústica,0.327
Sítio do Picapau Amarelo - Ao vivo,7M6d5VQrPyUJCFC5F2nbIB,Acústica,0.665
Haiti,2FMucD9ktscsV6CaY4eFQq,Acústica,0.196
Cinema Novo,6nZva1HKMHFIfjzOyyEWul,Acústica,0.496
Nossa Gente (Avisa Lá),3xfzxevnp9zYod1vAvhOER,Acústica,0.202
Rap Popcreto,3KRJ6LADWJuNdhL0RUawFI,Acústica,0.654
Wait Until Tomorrow,4CpnGrQUCGJFWubmlh9vmF,Acústica,0.161
Tradição,6wYUp1k9m2HJ1hnroLBRf4,Acústica,0.838
As Coisas,2RLR5uP6yj10NYmODuL2ak,Acústica,0.537
Aboio,19fPTmJbFba5Y7BC8lagQs,Acústica,0.657
Dada,1jkjSb4eafbvcBbg7BoXtD,Acústica,0.606
Cada Macaco No Seu Galho (Cho Chuá),2MMdwk3rBWerrRUeDLtvHu,Acústica,0.309
Baião Atemporal,19NO8LS5RVhZvS2Ldj1eUT,Acústica,0.574
Desde Que O Samba É Samba,26OTzXhJuLqUNzPo0nJ6ug,Acústica,0.933
Chororô - Ao vivo,1uP4KMYUNuF4i4B6tgpu3w,Acústica,0.56
"São João, xangô menino - Ao vivo",1XijP4MSkJtQjaeSS8M1pw,Acústica,0.703
Ela - Ao vivo,4G1oG3EPgE7KXxcb2B4ocA,Acústica,0.184
Batmakumba / Exaltação à Mangueira - Ao vivo,4E7mP29wPeJkcTViGX1rrp,Acústica,0.572
Procissão / Atrás do trio elétrico / Mamãe eu quero - Ao vivo,1yLNTrhZw3S26o2PXmKlMI,Acústica,0.372
Triolê - Jam Session,47LSRTf1H456Hfq6gAKcAy,Acústica,0.0241
"Madalena (Entra em beco, sai em beco)",5bVGTICsznWAH1fESG7DwF,Acústica,0.0211
Parabolicamará,2o9IlFNQ5OwwTrelARyePv,Acústica,0.351
Um sonho,05Do3l9QjtZvFYfGXAavoE,Acústica,0.705
Buda nagô (feat. Nana Caymmi),50FM2xND54LNp60hKUrvjJ,Acústica,0.722
Quero ser teu funk,7fTgSOO1GFx61kHmNIJ64k,Acústica,0.0444
Neve na Bahia,52AerYGkYzDBKlk44ydYgP,Acústica,0.439
Yá Olokun,3tgOW8zFrx9dHoMVusbKxf,Acústica,0.685
O fim da história,7LvyPqxPr1C1dKwdedLSmt,Acústica,0.227
De onde vem o baião,4p9UXfBJn0YhLsBLq36Hy7,Acústica,0.551
Falso toureiro,4RBHr4NqrPHvIxP5HNqEIR,Acústica,0.315
Sina,1NePKmGrOhIeUkjNC7kDbF,Acústica,0.728
O eterno Deus Mu Dança (feat. Ed Motta),7MccfvXeBz1bLdEUgXpPQp,Acústica,0.0452
Mulher de coronel,1B6LyABXGegZe2TuHQrSi0,Acústica,0.147
"De Bob Dylan a Bob Marley, um samba provocação",2Y2gyp3hT3sqcwgBUW1j1a,Acústica,0.107
Cada tempo em seu lugar,4384zrfmWYnD53AdSvG1P9,Acústica,0.727
Do Japão,0AzDxmIIPVGLPn4GcPvQvr,Acústica,0.284
Mon tiers monde,0sXfZjd7t61Q9ZFj6w7MET,Acústica,0.508
Amarra o teu arado a uma estrela - Ao vivo,2mEifFxmWgvphpCoDX2DCA,Acústica,0.573
Réquiem para mãe menininha do Gantois,3nq2tNxuE5HkSjQ0dOB9DU,Acústica,0.814
Toda saudade,4Apy1HVL7jtfw2VrA1CK7n,Acústica,0.612
O eterno Deus Mu Dança - Radio Version,7222hPJFbla2xA3IVhvr4x,Acústica,0.0125
O eterno Deus Mu Dança - Club Version,6fCIZrcDMx3iM9329Q7NgC,Acústica,0.00829
O eterno Deus Mu Dança - Per Capella,29dnIGXootoCwKPxx824RN,Acústica,0.453
Domingo no Parque,1NOMlCjliC0b8UvnWQiboN,Acústica,0.83
Soy Loco por Ti América,0wXl9HaX7rQPKDOmgS78Pm,Acústica,0.773
5 Mamma,0jFM2l1Z0y9eewMB19FhGW,Acústica,0.867
Cores Vivas,1qhKhdOBio2bTQwPaN27g9,Acústica,0.881
Só Chamei Porque Te Amo,1OrsA03UFjxcBdOaN4gO8S,Acústica,0.935
Filhos de Ghandi,2CdaROLhqBSotnHHDtVfaE,Acústica,0.7
Palco,5uyEsGgM5zY54aGxGPiofD,Acústica,0.722
Mar de Copacabana - Bonus Track,22OqpIjyycQ9LecI0a7QOH,Acústica,0.488
Mico Preto - Bonus Track,3mJSwp21ypNv59nZnRjzgF,Acústica,0.682
Amarra o Teu Arado a uma Estrela - Bonus Track,0jwJKglcjBZZNbH5fQDr17,Acústica,0.846
Aquele abraço,3pxPB7Gxt0n020YOg8jouJ,Acústica,0.54
Vida,1QilxSvPKiDPMjEnQUGLwj,Acústica,0.34
Mamma,7ikKsj7bLaJE8clSM7E2i6,Acústica,0.291
