name,letras_id,url,text,individualScrape,windowPageArgs,views,lyrics
Respeita Januário,1255916,https://www.letras.com/gilberto-gil/1255916/,Respeita Januário de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Gilberto Gil (Ao Vivo)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Respeita Januário"",""url"":""1255916""}', 'views': 85, 'lyrics': 'Quando eu voltei lá no sertão\nEu quis mangar(zombar) de Januário\nCom meu fole prateado\nSó de baixo, cento e vinte, botão preto bem juntinho\nComo nêgo empareado\nMas antes de fazer bonito de passagem por Granito\nForam logo me dizendo:\n""De Itaboca à Rancharia, de Salgueiro à Bodocó, Januário é omaior!""\nE foi aí que me falou mei\' zangado o véi Jacó:\n""Luí"" respeita Januário\n""Luí"" respeita Januário\n""Luí"", tu pode ser famoso, mas teu pai é mais tinhoso\nE com ele ninguém vai, ""Luí""\nRespeita os oito baixo do teu pai!\nRespeita os oito baixo do teu pai!\n\n\nEita com seiscentos milhões, mas já se viu!\nDispois que esse fi de Januário vortô do sul\nTem sido um arvorosso da peste lá pra banda do Novo Exu\nTodo mundo vai ver o diabo do nego\nEu também fui, mas não gostei\nO nego tá muito mudificado\nNem parece aquele mulequim que saiu daqui em 1930\nEra malero, bochudo, cabeça-de-papagaio, zambeta, feeei pa peste!\nQual o quê!\nO nêgo agora tá gordo que parece um major!\nÉ uma casemiralascada!\nUm dinheiro danado!\nEnricou! Tá rico!\nPelos cálculos que eu fiz,\nele deve possuir pra mais de 10 ontos de réis!\nSafonona grande danada 120 baixos!\nÉ muito baixo!\nEu nem sei pra que tanto baixo!\nPorque arreparando bem ele só toca em 2.\nJanuário não!\nO fole de Januário tem 8 baixos, mas ele toca em todos 8\nSabe de uma coisa? Luiz tá com muito cartaz!\nÉ um cartaz da peste!\nMas ele precisa respeitar os 8 baixos do pai dele\nE é por isso que eu canto assim!\n\n""Luí"" respeita Januário\n""Luí"" respeita Januário\n""Luí"", tu pode ser famoso, mas teu pai é mais tinhoso\nNem com ele ninguém vai, ""Luí""\nRespeita os oito baixo do teu pai!\nRespeita os oito baixo do teu pai!\nRespeita os oito baixo do teu pai!'}","{""album_name"":""Gilberto Gil (Ao Vivo)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Respeita Januário"",""url"":""1255916""}",85,"Quando eu voltei lá no sertão
Eu quis mangar(zombar) de Januário
Com meu fole prateado
Só de baixo, cento e vinte, botão preto bem juntinho
Como nêgo empareado
Mas antes de fazer bonito de passagem por Granito
Foram logo me dizendo:
""De Itaboca à Rancharia, de Salgueiro à Bodocó, Januário é omaior!""
E foi aí que me falou mei' zangado o véi Jacó:
""Luí"" respeita Januário
""Luí"" respeita Januário
""Luí"", tu pode ser famoso, mas teu pai é mais tinhoso
E com ele ninguém vai, ""Luí""
Respeita os oito baixo do teu pai!
Respeita os oito baixo do teu pai!


Eita com seiscentos milhões, mas já se viu!
Dispois que esse fi de Januário vortô do sul
Tem sido um arvorosso da peste lá pra banda do Novo Exu
Todo mundo vai ver o diabo do nego
Eu também fui, mas não gostei
O nego tá muito mudificado
Nem parece aquele mulequim que saiu daqui em 1930
Era malero, bochudo, cabeça-de-papagaio, zambeta, feeei pa peste!
Qual o quê!
O nêgo agora tá gordo que parece um major!
É uma casemiralascada!
Um dinheiro danado!
Enricou! Tá rico!
Pelos cálculos que eu fiz,
ele deve possuir pra mais de 10 ontos de réis!
Safonona grande danada 120 baixos!
É muito baixo!
Eu nem sei pra que tanto baixo!
Porque arreparando bem ele só toca em 2.
Januário não!
O fole de Januário tem 8 baixos, mas ele toca em todos 8
Sabe de uma coisa? Luiz tá com muito cartaz!
É um cartaz da peste!
Mas ele precisa respeitar os 8 baixos do pai dele
E é por isso que eu canto assim!

""Luí"" respeita Januário
""Luí"" respeita Januário
""Luí"", tu pode ser famoso, mas teu pai é mais tinhoso
Nem com ele ninguém vai, ""Luí""
Respeita os oito baixo do teu pai!
Respeita os oito baixo do teu pai!
Respeita os oito baixo do teu pai!"
Retirante,585511,https://www.letras.com/gilberto-gil/585511/,Retirante de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Retirante"",""url"":""585511""}', 'views': 38, 'lyrics': 'Eu tenho que voltar\nEu tenho que voltar\nTenho que ver ainda o meu sertão\nQue um dia eu deixei por lá\n\n\nEu tenho que voltar\nEu tenho que voltar\nPra ver se existe ainda\nA esperança, ainda\nQue eu deixei por lá\n\nEu tenho que voltar\nEu tenho que voltar\nTenho que ver se o tempo\nJá mandou o mato verde\nQue o sertão sempre esperou\n\nTanta esperança deram pro povo\nTriste do meu sertão\nFoi tanta oração, tanta procissão\nFoi tanta gente pra dizer\nQue dava de comer pro meu sertão\n\nMas eu não creio, não\nMas eu não creio, não\nDo jeito que anda a vida\nA esperança ainda de lutar se vê\nPro homem não morrer\nMeu homem do sertão'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Retirante"",""url"":""585511""}",38,"Eu tenho que voltar
Eu tenho que voltar
Tenho que ver ainda o meu sertão
Que um dia eu deixei por lá


Eu tenho que voltar
Eu tenho que voltar
Pra ver se existe ainda
A esperança, ainda
Que eu deixei por lá

Eu tenho que voltar
Eu tenho que voltar
Tenho que ver se o tempo
Já mandou o mato verde
Que o sertão sempre esperou

Tanta esperança deram pro povo
Triste do meu sertão
Foi tanta oração, tanta procissão
Foi tanta gente pra dizer
Que dava de comer pro meu sertão

Mas eu não creio, não
Mas eu não creio, não
Do jeito que anda a vida
A esperança ainda de lutar se vê
Pro homem não morrer
Meu homem do sertão"
Retiros Espirituais,2025824,https://www.letras.com/gilberto-gil/retidos-espirituais/,Retiros Espirituais de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Retiros Espirituais"",""url"":""retidos-espirituais""}', 'views': 8, 'lyrics': 'Nos meu retiros espirituais\nDescubro certas coisas tão normais\nComo estar defronte de uma coisa e ficar\nHoras a fio com ela\nBárbara, bela, tela de TV\nVocê há de achar gozado\nBarbarela dita assim dessa maneira\nBrincadeira sem nexo\nQue gente maluca gosta de fazer\n\n\nEu diria mais, tudo não passa\nDos espirituais sinais iniciais desta canção\nRetirar tudo o que eu disse\nReticenciar que eu juro\nCensurar ninguém se atreve\nÉ tão bom sonhar contigo, ó\nLuar tão cândido\n\nNos meus retiros espirituais\nDescubro certas coisas anormais\nComo alguns instantes vacilantes e só\nSó com você e comigo\nPouco faltando, devendo chegar\nUm momento novo\nVento devastando como um sonho\nSobre a destruição de tudo\nQue gente maluca gosta de sonhar\n\nEu diria, sonhar com você jaz\nNos espirituais sinais iniciais desta canção\nRetirar tudo que eu disse\nReticenciar que eu juro\nCensurar ninguém se atreve\nÉ tão bom sonhar contigo, ó\nLuar tão cândido\n\nNos meus retiros espirituais\nDescubro certas coisas tão banais\nComo ter problemas ser o mesmo que não\nResolver tê-los é ter\nResolver ignorá-los é ter\nVocê há de achar gozado\nTer que resolver de ambos os lados\nDe minha equação\nQue gente maluca tem que resolver\n\nEu diria, o problema se reduz\nAos espirituais sinais iniciais desta canção\nRetirar tudo que eu disse\nReticenciar que eu juro\nCensurar ninguém se atreve\nÉ tão bom sonhar contigo, ó\nLuar tão cândido'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Retiros Espirituais"",""url"":""retidos-espirituais""}",8,"Nos meu retiros espirituais
Descubro certas coisas tão normais
Como estar defronte de uma coisa e ficar
Horas a fio com ela
Bárbara, bela, tela de TV
Você há de achar gozado
Barbarela dita assim dessa maneira
Brincadeira sem nexo
Que gente maluca gosta de fazer


Eu diria mais, tudo não passa
Dos espirituais sinais iniciais desta canção
Retirar tudo o que eu disse
Reticenciar que eu juro
Censurar ninguém se atreve
É tão bom sonhar contigo, ó
Luar tão cândido

Nos meus retiros espirituais
Descubro certas coisas anormais
Como alguns instantes vacilantes e só
Só com você e comigo
Pouco faltando, devendo chegar
Um momento novo
Vento devastando como um sonho
Sobre a destruição de tudo
Que gente maluca gosta de sonhar

Eu diria, sonhar com você jaz
Nos espirituais sinais iniciais desta canção
Retirar tudo que eu disse
Reticenciar que eu juro
Censurar ninguém se atreve
É tão bom sonhar contigo, ó
Luar tão cândido

Nos meus retiros espirituais
Descubro certas coisas tão banais
Como ter problemas ser o mesmo que não
Resolver tê-los é ter
Resolver ignorá-los é ter
Você há de achar gozado
Ter que resolver de ambos os lados
De minha equação
Que gente maluca tem que resolver

Eu diria, o problema se reduz
Aos espirituais sinais iniciais desta canção
Retirar tudo que eu disse
Reticenciar que eu juro
Censurar ninguém se atreve
É tão bom sonhar contigo, ó
Luar tão cândido"
Retiros Espirituais,46241,https://www.letras.com/gilberto-gil/46241/,Retiros Espirituais de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Refazenda"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Retiros Espirituais"",""url"":""46241""}', 'views': 708, 'lyrics': 'Nos meus retiros espirituais descubro certas coisas tão normais\nComo estar defronte de uma coisa e ficar\nHoras à fio com ela, bárbara, bela, tela de TV\nVocê há de achar gozado Barbarela dita assim dessa maneira\nBrincadeira sem nexo que gente maluca gosta de fazer\nEu diria mais tudo não passa dos espirituais sinais iniciaisdesta canção\nRetirar tudo o que eu disse, reticenciar que eu juro\nCensurar ninguém se atreve\nÉ tão bom sonhar contigo, oh, luar tão cândido \nNos meus retiros espirituais descubro certas coisas anormais\nComo alguns instantes vacilantes e só\nSó com você e comigo, pouco faltando, devendo chegar\nUm momento novo, vento devastando como um sonho\nSobre a destruição de tudo, que gente maluca gosta de sonhar\nEu diria sonhar com você jaz nos espirituais sinais iniciaisdesta canção\nRetirar tudo o que eu disse, reticenciar que eu juro\nCensurar ninguém se atreve\nÉ tão bom sonhar contigo, oh, luar tão cândido \nNos meus retiros espirituais, descubro certas coisas tão banais\nComo ter problemas, ser o mesmo que não\nResolver tê-los é ter, resolver ignorá-los é ter\nVocê há de achar gozado ter que resolver de ambos os lados\nDe minha equação, que gente maluca tem que resolver\nEu diria o problema se reduz aos espirituais sinais iniciaisdesta canção\nRetirar tudo o que eu disse, reticenciar que eu juro\nCensurar ninguém se atreve\nÉ tão bom sonhar contigo, oh, luar tão cândido\n'}","{""album_name"":""Refazenda"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Retiros Espirituais"",""url"":""46241""}",708,"Nos meus retiros espirituais descubro certas coisas tão normais
Como estar defronte de uma coisa e ficar
Horas à fio com ela, bárbara, bela, tela de TV
Você há de achar gozado Barbarela dita assim dessa maneira
Brincadeira sem nexo que gente maluca gosta de fazer
Eu diria mais tudo não passa dos espirituais sinais iniciaisdesta canção
Retirar tudo o que eu disse, reticenciar que eu juro
Censurar ninguém se atreve
É tão bom sonhar contigo, oh, luar tão cândido 
Nos meus retiros espirituais descubro certas coisas anormais
Como alguns instantes vacilantes e só
Só com você e comigo, pouco faltando, devendo chegar
Um momento novo, vento devastando como um sonho
Sobre a destruição de tudo, que gente maluca gosta de sonhar
Eu diria sonhar com você jaz nos espirituais sinais iniciaisdesta canção
Retirar tudo o que eu disse, reticenciar que eu juro
Censurar ninguém se atreve
É tão bom sonhar contigo, oh, luar tão cândido 
Nos meus retiros espirituais, descubro certas coisas tão banais
Como ter problemas, ser o mesmo que não
Resolver tê-los é ter, resolver ignorá-los é ter
Você há de achar gozado ter que resolver de ambos os lados
De minha equação, que gente maluca tem que resolver
Eu diria o problema se reduz aos espirituais sinais iniciaisdesta canção
Retirar tudo o que eu disse, reticenciar que eu juro
Censurar ninguém se atreve
É tão bom sonhar contigo, oh, luar tão cândido
"
Roda,556795,https://www.letras.com/gilberto-gil/556795/,Roda de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Louvação "",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Roda"",""url"":""556795""}', 'views': 664, 'lyrics': 'Meu povo, preste atenção\nNa roda que eu te fiz\nQuero mostrar a quem vem\nAquilo que o povo diz\nPosso falar, pois eu sei\nEu tiro os outros por mim\nQuando almoço, não janto\nE quando canto é assim\n\n\nAgora vou divertir\nAgora vou começar\nQuero ver quem vai sair\nQuero ver quem vai ficar\nNão é obrigado a me ouvir\nQuem não quiser escutar\n\nQuem tem dinheiro no mundo\nQuanto mais tem, quer ganhar\nE a gente que não tem nada\nFica pior do que está\nSeu moço, tenha vergonha\nAcabe a descaração\nDeixe o dinheiro do pobre\nE roube outro ladrão\n\nAgora vou divertir\nAgora vou prosseguir\nQuero ver quem vai ficar\nQuero ver quem vai sair\nNão é obrigado a escutar\nQuem não quiser me ouvir\n\nSe morre o rico e o pobre\nEnterre o rico e eu\nQuero ver quem que separa\nO pó do rico do meu\nSe lá embaixo há igualdade\nAqui em cima há de haver\nQuem quer ser mais do que é\nUm dia há de sofrer\n\nAgora vou divertir\nAgora vou prosseguir\nQuero ver quem vai ficar\nQuero ver quem vai sair\nNão é obrigado a escutar\nQuem não quiser me ouvir\n\nSeu moço, tenha cuidado\nCom sua exploração\nSe não lhe dou de presente\nA sua cova no chão\nQuero ver quem vai dizer\nQuero ver quem vai mentir\nQuero ver quem vai negar\nAquilo que eu disse aqui\n\nAgora vou divertir\nAgora vou terminar\nQuero ver quem vai sair\nQuero ver quem vai ficar\nNão é obrigado a me ouvir\nQuem não quiser escutar\n\nAgora vou terminar\nAgora vou discorrer\nQuem sabe tudo e diz logo\nFica sem nada a dizer\nQuero ver quem vai voltar\nQuero ver quem vai fugir\nQuero ver quem vai ficar\nQuero ver quem vai trair\n\nPor isso eu fecho essa roda\nA roda que eu te fiz\nA roda que é do povo\nOnde se diz o que diz'}","{""album_name"":""Louvação "",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Roda"",""url"":""556795""}",664,"Meu povo, preste atenção
Na roda que eu te fiz
Quero mostrar a quem vem
Aquilo que o povo diz
Posso falar, pois eu sei
Eu tiro os outros por mim
Quando almoço, não janto
E quando canto é assim


Agora vou divertir
Agora vou começar
Quero ver quem vai sair
Quero ver quem vai ficar
Não é obrigado a me ouvir
Quem não quiser escutar

Quem tem dinheiro no mundo
Quanto mais tem, quer ganhar
E a gente que não tem nada
Fica pior do que está
Seu moço, tenha vergonha
Acabe a descaração
Deixe o dinheiro do pobre
E roube outro ladrão

Agora vou divertir
Agora vou prosseguir
Quero ver quem vai ficar
Quero ver quem vai sair
Não é obrigado a escutar
Quem não quiser me ouvir

Se morre o rico e o pobre
Enterre o rico e eu
Quero ver quem que separa
O pó do rico do meu
Se lá embaixo há igualdade
Aqui em cima há de haver
Quem quer ser mais do que é
Um dia há de sofrer

Agora vou divertir
Agora vou prosseguir
Quero ver quem vai ficar
Quero ver quem vai sair
Não é obrigado a escutar
Quem não quiser me ouvir

Seu moço, tenha cuidado
Com sua exploração
Se não lhe dou de presente
A sua cova no chão
Quero ver quem vai dizer
Quero ver quem vai mentir
Quero ver quem vai negar
Aquilo que eu disse aqui

Agora vou divertir
Agora vou terminar
Quero ver quem vai sair
Quero ver quem vai ficar
Não é obrigado a me ouvir
Quem não quiser escutar

Agora vou terminar
Agora vou discorrer
Quem sabe tudo e diz logo
Fica sem nada a dizer
Quero ver quem vai voltar
Quero ver quem vai fugir
Quero ver quem vai ficar
Quero ver quem vai trair

Por isso eu fecho essa roda
A roda que eu te fiz
A roda que é do povo
Onde se diz o que diz"
Roque Santeiro,46209,https://www.letras.com/gilberto-gil/46209/,Roque Santeiro de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Dia Dorim Noite Neon"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Roque Santeiro"",""url"":""46209""}', 'views': 94, 'lyrics': 'Outrora, só cabeludo\nAgora, o menino é tudo de novo no front\nOutrora, só rebeldia\nAgora, soberania na noite neon\n\n\nOutrora, mera fumaça\nAgora, fogo da raça, fogoso rapaz\nOutrora, mera ameaça\nAgora, exige o direito ao respeito dos pais\n\nE tem mais, e tem mais, e tem mais\nE tem mais, e tem mais\n\nOutrora, arraia miúda\nAgora, lobão de boca bem grande a gritar\nOutrora, pirado e louco\nAgora, poucos insistem em negar-lhe o lugar\n\nOutrora, frágil autorama\nAgora, três paralamas de grande carreta de som\nOutrora, simples bermuda\nAgora, ultravestidos de elegante ultraje a rigor\n\nE o amor, e o amor, e o amor, e o amor\nE o amor, e o amor, e o amor\n\nSó quem não amar os filhos\nVai querer dinamitar os trilhos da estrada\nOnde passou passarada\nPassa agora a garotada, destino ao futuro\n\nDeixa ele tocar o rock\nDeixa o choque da guitarra tocar o santeiro\nDo barro do motocross\nQuem sabe ele molde um novo santo padroeiro\n\nOutrora, o seio materno\nAgora, o meio da rua, na lua, nas novas manhãs\nOutrora, o céu e o inferno\nAgora, o saber eterno do velho sonho dos titãs\n\nOutrora, o reino do Pai\nAgora, o tempo do Filho com seu novo canto\nOutrora, o Monte Sinai\nAgora, sinais da nave do Espírito Santo\n\nE o encanto, e o encanto, e o encanto, e o encanto\nE o encanto, e o encanto, e o encanto, e o encanto'}","{""album_name"":""Dia Dorim Noite Neon"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Roque Santeiro"",""url"":""46209""}",94,"Outrora, só cabeludo
Agora, o menino é tudo de novo no front
Outrora, só rebeldia
Agora, soberania na noite neon


Outrora, mera fumaça
Agora, fogo da raça, fogoso rapaz
Outrora, mera ameaça
Agora, exige o direito ao respeito dos pais

E tem mais, e tem mais, e tem mais
E tem mais, e tem mais

Outrora, arraia miúda
Agora, lobão de boca bem grande a gritar
Outrora, pirado e louco
Agora, poucos insistem em negar-lhe o lugar

Outrora, frágil autorama
Agora, três paralamas de grande carreta de som
Outrora, simples bermuda
Agora, ultravestidos de elegante ultraje a rigor

E o amor, e o amor, e o amor, e o amor
E o amor, e o amor, e o amor

Só quem não amar os filhos
Vai querer dinamitar os trilhos da estrada
Onde passou passarada
Passa agora a garotada, destino ao futuro

Deixa ele tocar o rock
Deixa o choque da guitarra tocar o santeiro
Do barro do motocross
Quem sabe ele molde um novo santo padroeiro

Outrora, o seio materno
Agora, o meio da rua, na lua, nas novas manhãs
Outrora, o céu e o inferno
Agora, o saber eterno do velho sonho dos titãs

Outrora, o reino do Pai
Agora, o tempo do Filho com seu novo canto
Outrora, o Monte Sinai
Agora, sinais da nave do Espírito Santo

E o encanto, e o encanto, e o encanto, e o encanto
E o encanto, e o encanto, e o encanto, e o encanto"
Rosa Morena,3408808,https://www.letras.com/gilberto-gil/rosa-morena/,Rosa Morena de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Rosa Morena"",""url"":""rosa-morena""}', 'views': 6, 'lyrics': 'Rosa, Morena\nOnde vais, Morena Rosa\nCom essa rosa no cabelo\nE esse andar de moça prosa?\nMorena, Morena Rosa\n\n\nÔ, Rosa, Morena\nOnde vais, Morena Rosa\nCom essa rosa no cabelo\nE esse andar de moça prosa?\nMorena, Morena Rosa\n\nRosa Morena, o samba está esperando\nEsperando pra te ver\nDeixa de lado esta coisa de dengosa\nAnda, Rosa, vem me ver\n\nDeixa de lado esta pose\nVem pro samba, vem sambar\nQue o pessoal tá cansado de esperar, ô, Rosa!\nQue o pessoal tá cansado de esperar, Morena Rosa\nQue o pessoal tá cansado de esperar, viu, Rosa?\nQue o pessoal tá cansado de esperar'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Rosa Morena"",""url"":""rosa-morena""}",6,"Rosa, Morena
Onde vais, Morena Rosa
Com essa rosa no cabelo
E esse andar de moça prosa?
Morena, Morena Rosa


Ô, Rosa, Morena
Onde vais, Morena Rosa
Com essa rosa no cabelo
E esse andar de moça prosa?
Morena, Morena Rosa

Rosa Morena, o samba está esperando
Esperando pra te ver
Deixa de lado esta coisa de dengosa
Anda, Rosa, vem me ver

Deixa de lado esta pose
Vem pro samba, vem sambar
Que o pessoal tá cansado de esperar, ô, Rosa!
Que o pessoal tá cansado de esperar, Morena Rosa
Que o pessoal tá cansado de esperar, viu, Rosa?
Que o pessoal tá cansado de esperar"
Sábio Sabiá,345130,https://www.letras.com/gilberto-gil/345130/,Sábio Sabiá de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sábio Sabiá"",""url"":""345130""}', 'views': 41, 'lyrics': 'eu sou sábio\neu sou sábio, sim\neu sou sábio, sim, senhor\nmeu pai é quem sabe\n\n\neu sou sabiú\npra poder ser sabiá\neu sou sabiá\nminha mãe que tratou de me ensinar\nquam tratou de ensinar a ela foi Lindu\nminha avó, eu menino, agora Ituaçu\neu me lembro\n\neu sou sábio\neu sou sábio, sim\neu sou sábio, sim, senhor\nmeu pai é quem sabe'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sábio Sabiá"",""url"":""345130""}",41,"eu sou sábio
eu sou sábio, sim
eu sou sábio, sim, senhor
meu pai é quem sabe


eu sou sabiú
pra poder ser sabiá
eu sou sabiá
minha mãe que tratou de me ensinar
quam tratou de ensinar a ela foi Lindu
minha avó, eu menino, agora Ituaçu
eu me lembro

eu sou sábio
eu sou sábio, sim
eu sou sábio, sim, senhor
meu pai é quem sabe"
Saci-Pererê,585512,https://www.letras.com/gilberto-gil/585512/,Saci-Pererê de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Saci-Pererê"",""url"":""585512""}', 'views': 85, 'lyrics': 'Vou prestigiar o time do Saci-Pererê\nÊ, ê, ê, ê, ê\nVou prestigiar\nO neguinho deve ser da grande escola Pelé\nÉ, é, é, é, é\nVou prestigiar\n\n\nO moleque Saci-Pererê com uma perna só\nÓ, ó, ó, ó, ó\nVai ver que é melhor\nDo que muitos por aí com duas pernas-de-pau\nAh, ah, ah, ah, ah\nVai ver que é melhor\n\nEntra um time novo, troca o time inteiro, mudo tudo\nTem jeito não\nFalta alguma coisa tipo liberdade, profissão de fé\nDevoção\nVou buscar a fantasia no conto da carochinha\nCom a varinha \nDe condão\n\nMoleque Saci\nVou prestigiar\nUm gol Pererê\nPra gente vibrar\n\nMoleque Saci\nSaci-Pererê\nUm gol de Pelé\nQue é pra gente ver'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Saci-Pererê"",""url"":""585512""}",85,"Vou prestigiar o time do Saci-Pererê
Ê, ê, ê, ê, ê
Vou prestigiar
O neguinho deve ser da grande escola Pelé
É, é, é, é, é
Vou prestigiar


O moleque Saci-Pererê com uma perna só
Ó, ó, ó, ó, ó
Vai ver que é melhor
Do que muitos por aí com duas pernas-de-pau
Ah, ah, ah, ah, ah
Vai ver que é melhor

Entra um time novo, troca o time inteiro, mudo tudo
Tem jeito não
Falta alguma coisa tipo liberdade, profissão de fé
Devoção
Vou buscar a fantasia no conto da carochinha
Com a varinha 
De condão

Moleque Saci
Vou prestigiar
Um gol Pererê
Pra gente vibrar

Moleque Saci
Saci-Pererê
Um gol de Pelé
Que é pra gente ver"
Sai do Sereno,1261260,https://www.letras.com/gilberto-gil/1261260/,Sai do Sereno de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Expresso 2222"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sai do Sereno"",""url"":""1261260""}', 'views': 104, 'lyrics': 'Sai, sai do sereno, menino\nSereno pode fazer mal\nVem logo pra dentro, menino\nQue esse forró\nTá gostoso pra danar\nAcaundu, acaundu, acaundu\n'}","{""album_name"":""Expresso 2222"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sai do Sereno"",""url"":""1261260""}",104,"Sai, sai do sereno, menino
Sereno pode fazer mal
Vem logo pra dentro, menino
Que esse forró
Tá gostoso pra danar
Acaundu, acaundu, acaundu
"
Sala do Som,585513,https://www.letras.com/gilberto-gil/585513/,Sala do Som de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Quanta"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sala do Som"",""url"":""585513""}', 'views': 75, 'lyrics': 'Vou me deitar\nNa sala do som\nSó quem pode entrar\nÉ Milton\nSe ele resolver\nMe acordar\nDiga que é melhor\nMe deixar dormir\nE que é pra ele também\nSe deitar\nNa sala do som\nSe ele descansar\nVai ser bom\nAmanhã vai ser\nDe arrasar\nTemos que fazer\nCinco ou seis horas de show\nE a turma tem\nQue deitar\nE rolar no som\nTemos que escolher\nQual o tom\nDo samba que vai\nEncerrar\nE uns detalhes mais\nPra acertar\nDiga ao Bituca pra ele entrar\nSem bater\nNa sala do som\n'}","{""album_name"":""Quanta"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sala do Som"",""url"":""585513""}",75,"Vou me deitar
Na sala do som
Só quem pode entrar
É Milton
Se ele resolver
Me acordar
Diga que é melhor
Me deixar dormir
E que é pra ele também
Se deitar
Na sala do som
Se ele descansar
Vai ser bom
Amanhã vai ser
De arrasar
Temos que fazer
Cinco ou seis horas de show
E a turma tem
Que deitar
E rolar no som
Temos que escolher
Qual o tom
Do samba que vai
Encerrar
E uns detalhes mais
Pra acertar
Diga ao Bituca pra ele entrar
Sem bater
Na sala do som
"
